,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci
1499,9122,2018_BTC_7537_4,ACE42/IFB/CHN/FASFC/2018-19/27,TN_81_4,TN_81_4 Construction of road from Dongagaon to Bangaljhora with One No. Box Culvert under 5th Assam State Finance Commission for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,08-06-2018 10:30,,180,No,No,Offline,28-06-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,23-09-2019 00:00,4966438,PRR ENTERPRISE,4642960,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'BANGALJHORA', 'Bangaljhora'",Dotma,Dotoma,Dotoma
1503,9148,2018_BoTC_7567_1,KMB/01/2018,Strengthening and Widening of Road at Tengapara,"Strengthening and Widening of Road from Brahama Mandir to BT College along with Rajaeragdao Road to RCC Culvert to Railway Chariali at Tengapara, Kokrajhar",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,11-06-2018 10:00,,180,No,No,Offline,19-06-2018 11:00,Bodoland Territorial Council||Municipal corporation-BTC,Bodoland Territorial Council,"Tengapara, Kokrajhar",783370,1.0,,,,2650000,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 3}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,,Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1511,9259,2018_BTC_7597_4,ACE40/TECH/5thFC/BAK/18-19/22,TN_89_4,TN_89_4 Construction of road from No2 Pipleni to Kalcheni Patharpar to P.W.D Road including 2 nos. Box cell culvert under Assam 5th Finance Commission to BTC for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,13-06-2018 16:00,,180,No,No,Offline,27-06-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,30-09-2019 00:00,4997105.76,Mr. Rajen Boro,4999993,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1519,9325,2018_BTC_7652_1,ACE29/TECH/MSLPR/PtI/17-18/239,TN_No_92,"TN_No_92 Temporary Restoration of SPT Br. No. 2/2, 4/2 and 6/2 on Kaljhar Kharua Bannabari Road under SDRF for the year 2017-18",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,20-06-2018 10:30,,180,No,No,Offline,30-06-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,,,,2998576,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,{'sdrf': 1},,,KOKRAJHAR,True,KOKRAJHAR,,,,
1520,9345,2018_BTC_7675_2,ACE40/TECH/5thFC/BAK/18-19/26,TN_91_2,TN_91_2 Const. of ICBP from Geruapara Chaibari to Hazira with 1 No. Slab Culvert,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,21-06-2018 15:00,,180,No,No,Offline,06-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,29-09-2019 00:00,5981360.14,Biswajit Debnath,5607477,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,{'culvert': 1},,,KOKRAJHAR,True,KOKRAJHAR,,,,
1521,9346,2018_BTC_7675_3,ACE40/TECH/5thFC/BAK/18-19/26,TN_91_3,TN_91_3 Const. of road along with RCC slab culvert with approach road from Sukrugbari Bazar to Nizdakua,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,21-06-2018 15:05,,180,No,No,Offline,06-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,,,,3738226,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1530,9386,2018_BTC_7684_3,ACE41/TECH/FASFC/KOK/18-19/18,TN_97_03,TN_97_03 Black topping of road from Panbari to Chanabari along with 3 Nos. of RCC box culvert under 5th Assam State Finance Commission for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,25-06-2018 10:30,,180,No,No,Offline,17-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,9411288,Sudem Basumatary,8799441,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'PANBARI', 'Panbari'",Gossaigaon,Bhowraguri,Bhowraguri
1531,9392,2018_BTC_7684_9,ACE41/TECH/FASFC/KOK/18-19/18,TN_97_09,TN_97_09 Construction of Road (CC Block) and one RCC culvert at Barmanpara to Social Welfare Office approach road (under Titaguri VCDC) under 5th Assam State Finance Commission for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,25-06-2018 10:30,,180,No,No,Offline,17-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,10270000,Mananjay Daimary,9616785,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,'Titaguri',Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1532,9393,2018_BTC_7684_10,ACE41/TECH/FASFC/KOK/18-19/18,TN_97_10,TN_97_10 Const. of road (CC block) from Diajijori ME School to Kerkamuri overdrop with 2 Nos. RCC box culvert (1.5 Km) under Haloadal VCDC under 5th Assam State Finance Commission for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,25-06-2018 10:30,,180,No,No,Offline,17-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,9890000,Mananjay Daimary,9260520,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1533,9394,2018_BTC_7684_11,ACE41/TECH/FASFC/KOK/18-19/18,TN_97_11,TN_97_11 Const. of CC Block Road from Kailash Roy House to Gohai Kamal Ali including 2Nos RCC box culvert at Majpara Village under 5th Assam State Finance Commission for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,25-06-2018 10:30,,180,No,No,Offline,17-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,9890000,Mananjay Daimary,9260578,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'MAJPARA', 'Majpara'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1534,9395,2018_BTC_7684_12,ACE41/TECH/FASFC/KOK/18-19/18,TN_97_12,"TN_97_12 Construction of CC Block with 1 No. RCC Box culvert at Mokrapara, J.D. PWD Road to Sibo Mandir via Paddy field of Mokrapara village under Bhatipara VCDC, Kokrajhar Development Block, Kokrajhar under 5th Assam State Finance Commission for the",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,25-06-2018 10:30,,180,No,No,Offline,17-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,0.0,,,,6672808,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,"'Bhatipara', 'MOKRAPARA', 'Mokrapara'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1543,9453,2018_BTC_7748_1,ACE45/PWD/BTC/OTSG/2018-19/11,TN_109_01,"TN_109_01 Construction of Protection Bund with Paver block road from Gawrang Bridge to IT Park including beautification of Gawrang Park, Chandmari BTC, Kokrajhar under One Time Special Grant 2018-19",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,30-06-2018 09:00,,180,No,No,Offline,17-07-2018 15:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,0.0,,,,269104776,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 1, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'protection': 1, 'bund': 1, 'road': 1, 'bridge': 1}",,KOKRAJHAR,KOKRAJHAR,True,KOKRAJHAR,,Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1546,9484,2018_BoTC_7784_1,HFD_103_02,Improvement of Forest Village Road,Improvement of Forest Village Road Badashijhora village with 3 Nos. RCC culvert.,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,30-06-2018 16:30,,180,No,No,Offline,11-07-2018 11:00,Bodoland Territorial Council||Forests-BTC,Bodoland Territorial Council,Kokrajhar,783370,2.0,,,,4059726,Technical Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
1547,9487,2018_BTC_7783_1,ACE41/TECH/FASFC/KOK/18-19/21,TN_116_01,TN_116_01 Construction of RCC Box culvert on Belguri to Dudumari Rava Basti Road under 5th Assam State Finance Commission for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,02-07-2018 09:00,,180,No,No,Offline,24-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,27-09-2019 00:00,8665039,Shyam Narayan Prasad,8111161,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'box': 1, 'rcc': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'BELGURI', 'Belguri'",Dotma,Dotoma,Dotoma
1556,9604,2018_BTC_7859_1,ACE66/E-Tender/BTC/2016-17/138,TN_127_01,"TN_127_01 Impvt. of road from SDO Civil Office (Parbatjhara) to Dolongjhara by providing E/w in embankment, SG, GSB and RCC Box culvert under BTC for the year 2016-17.(Ch.0.00m to 910.00m) (Impt. of road from Anthai Shiva Mondir to Ravapara road)",Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,12-07-2018 10:00,,180,No,No,Offline,27-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,0.0,,,,8433677,To be Opened,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'embankment': 1, 'culvert': 1, 'box': 1, 'rcc': 1, 'road': 3}",,,KOKRAJHAR,True,KOKRAJHAR,'RAVAPARA',KOKRAJHAR,Kokrajhar (Pt),Kokrajhar (Pt)
1557,9606,2018_BTC_7859_3,ACE66/E-Tender/BTC/2016-17/138,TN_127_03,TN_127_03 Const. of road with ICBP from Satyapur D.K. road to Dwigurpur with 2 nos. RCC Culvert under BTC for the year 2016-17 under SOPD Fund for the year 2017-18,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,12-07-2018 10:00,,180,No,No,Offline,27-07-2018 14:00,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,26-09-2019 00:00,9889000,BHUBANESWAR BARUAH,9889554,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SOPD,Preparedness Measures,"{'culvert': 1, 'rcc': 1, 'road': 2}",,,KOKRAJHAR,True,KOKRAJHAR,'Satyapur',Gossaigaon,Gossaigaon (Pt),Gossaigaon (Pt)
1566,9686,2018_BTC_7935_1,ACE40/TECH/5thFC/BAK/18-19/32,TN_126_1,TN_126_1 Const. of ICBP road from Saukuchi to Habrubari with 1 no. slab culvert. Under 5th Assam State Finance Commission for the year 2017-18.,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,19-07-2018 09:00,,180,No,No,Offline,13-08-2018 14:15,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,3.0,29-09-2019 00:00,3759218.72,M/S SHYAM KUMAR CHETRY,3759279,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'culvert': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'HABRUBARI', 'Habrubari'",Dotma,Dotoma,Dotoma
1570,9708,2018_BTC_7946_1,ACE38/TECH/KOK(R/IFB/16-17/347,TN_No_139,TN_No_139 Repair and improvement of road from Dologaon to Dholmara (0m to 3700m) near Ash dyke under CSR-CD through PWD on deposit work basis,Works,Open Tender,Item Rate,Civil Works,2018-2019,No,No,,20-07-2018 17:00,,180,No,No,Offline,06-08-2018 14:15,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Bodoland Territorial Council-PWD,Kokrajhar,788730,2.0,,,,9206329,Financial Bid Opening,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 1, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Preparedness Measures,"{'dyke': 1, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,"'Dologaon', 'Dholmara'",Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1593,10089,2018_BoTC_8176_2,ET-22/2018-19/01,Uttar Patgaon FIS,"Construction of Spillway, Guide bund, Afflux bund, Diversion Channel, closing Dam",Works,Open Tender,Percentage,Civil Works,2018-2019,No,No,,11-08-2018 10:30,,180,No,No,Offline,29-08-2018 14:00,Bodoland Territorial Council||Irrigation-BTC,Bodoland Territorial Council,Kokrajhar,783370,3.0,29-09-2018 00:00,19611823,Maniraj Brahma,19611823,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 2, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'bund': 2, 'dam': 1}",,,KOKRAJHAR,True,KOKRAJHAR,'Patgaon',Kokrajhar,Kokrajhar,Kokrajhar (Pt)
1594,10090,2018_BoTC_8181_1,ET-22/2018-19/02,Hadla Bund Flow Irrigation Scheme,"Construction of Gated spillway, Head regulator, Guide bund, Afflux bund, Cattle crossing culvert, Approach road etc.",Works,Open Tender,Works,Civil Works,2018-2019,No,No,,11-08-2018 10:30,,180,No,No,Offline,29-08-2018 14:00,Bodoland Territorial Council||Irrigation-BTC,Bodoland Territorial Council,Kokrajhar,783370,2.0,29-09-2018 00:00,7437650,Dwmwilu Brahma,7437650,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 3, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'culvert': 1, 'bund': 3, 'road': 1}",,,KOKRAJHAR,True,KOKRAJHAR,,,,
